Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Navy Command,BYTES SOFTWARE SERVICES LIMITED,KT22 7TW,571459,Computer equipment costing below the capitalisation threshold,"£65,471.24",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Purchase of buildings and military equipment ,Strategic Command,BOXXE LIMITED,YO31 7RE,571477,Fiscal asset under construction - capital in year addition,"£60,102.00",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Transport hire charges,Strategic Command,AGILITY PROJECT LOGISTICS LIMITED,TW14 0NG,6000063989,Transport other hire charge,"£59,176.70",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,SMITHS DETECTION-WATFORD LIMITED,WD23 2BW,571518,Equipment support non-project costs,"£58,874.27",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Navy Command,META MISSION DATA LIMITED,WR14 3SZ,571653,Information technology services,"£58,208.33",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Rent and rates,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300006976,Rent buildings - civil estate property,"£56,051.10",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Fees for professional services,Army Command,QINETIQ LIMITED,GU14 0LX,571413,Fees for professional services excluding legal fees,"£55,887.60",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,571680,Information technology services,"£55,375.83",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Preparation of land & buildings for disposal,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,571466,Works in aid of disposal,"£52,794.42",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,571710,Estate management,"£51,667.00",,,
Ministry of Defence,Ministry of Defence,04/08/2021,General services and support,Air Command,NOVA AEROSPACE LTD,GL7 6BA,571682,Purchase of defence support equipment below capitalisation threshold of £25k.,"£49,680.00",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Strategic Command,BYTES SOFTWARE SERVICES LIMITED,KT22 7TW,571459,Computer equipment costing below the capitalisation threshold,"£48,000.00",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Rent and rates,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300006976,Rent buildings - non civil estate property and married quarter property,"£47,650.76",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,571466,Works - estate management,"£46,415.42",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,PROJECT FF&E LIMITED,HX1 2AF,571700,Building maintenance accommodation inventory,"£45,166.12",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300006976,Information technology services,"£43,301.69",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Inventory Accruals,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,571406,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£43,038.66",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Strategic Command,AMETHYST RISK MANAGEMENT LIMITED,RG23 8PX,571705,Information technology services,"£41,367.00",,,
Ministry of Defence,UKHO,04/08/2021,Consultants Fees,Finance Branch,Gartner UK Ltd,,2000098283,Consultants Fees,"£39,600.00",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,571602,Estate management,"£39,329.90",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,571413,Equipment support non-project costs,"£38,929.51",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Medical treatment & stores and welfare services,Air Command,THE ROYAL AIR FORCES ASSOCIATION,LE3 1UT,571724,Welfare services including sports equipment and ministers of religion.,"£36,951.75",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,571420,Post design services which are not capitalised,"£35,983.20",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,571420,Equipment support non-project costs,"£34,628.40",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Estate management,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300006970,Works services - excluding United States forces/NATO + married quarters,"£34,398.09",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AECOM LIMITED,AL1 3ER,571596,Fiscal asset under construction - capital in year addition,"£34,158.94",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Defence Equipment and Support,BOXXE LIMITED,YO31 7RE,571477,Telephone minor equipment below capitalisation threshold,"£33,668.40",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Strategic Command,CENTURYLINK LIMITED,RG41 5TP,2000017946,Information technology services,"£33,167.71",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Spend on Inventory - General,Defence Equipment and Support,LEONARDO UK LTD,SS14 3EL,571426,Spend on Inventory - General,"£32,710.13",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,UNITED TECHNOLOGIES CORPORATION,,2000017941,Equipment support non-project costs,"£31,925.55",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Transport hire charges,Army Command,AGILITY PROJECT LOGISTICS LIMITED,TW14 0NG,6000063989,Transport other hire charge,"£29,880.06",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,ALLAN WEBB LTD,GL10 3RF,571499,Equipment support non-project costs,"£29,857.44",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Spend on Inventory - General,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,571406,Spend on Inventory - General,"£29,397.60",,,
Ministry of Defence,Ministry of Defence,04/08/2021,"Public relations, including marketing and advertising",DES Bespoke Trading Entity,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,571485,Public relations services including items such as sales marketing and advertising,"£28,259.41",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,571733,Property non dwellings private finance initiative - service concession arrangement service charge,"£28,170.36",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Medical treatment & stores and welfare services,Strategic Command,ELMHAM CLINICAL SERVICES LIMITED,NR20 5JS,571621,Estate management,"£26,494.50",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Strategic Command,AKHTER COMPUTERS LIMITED,CM18 7PN,571423,Computer equipment costing below the capitalisation threshold,"£26,093.20",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Spend on Inventory - General,Defence Equipment and Support,FENN NIGHT VISION LIMITED,GU14 6UU,571745,Spend on Inventory - General,"£26,014.80",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Externally delivered education and training,Navy Command,EITEC LTD,WC1N 3AX,571574,External training - civilian,"£25,916.00",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,GOODRICH ACTUATION SYSTEMS LIMITED,WV10 7EH,571706,Equipment support non-project costs,"£25,681.27",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,571413,Single use military equipment asset under construction - capital in year addition,"£25,340.40",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Fuel for military use,Army Command,OIL NRG LTD,TS25 1PW,571546,Cost of ground diesel fuel consumed,"£24,325.08",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,571406,Equipment support non-project costs,"£23,813.30",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Research and development,Strategic Command,RAND EUROPE COMMUNITY INTEREST COMPANY,CB4 1YG,571760,Research and development excluding defence science and technology laboratory,"£23,342.00",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Purchase of inventory and services ,Army Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,571485,Cost of other material consumed,"£19,407.66",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Fuel for military use,Army Command,WEB OIL LIMITED,LL11 6BB,571563,Cost of ground diesel fuel consumed,"£18,570.23",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Strategic Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,571485,Equipment support project costs,"£18,173.33",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Air Command,GALTEC SOLUTIONS LIMITED,LS18 4DF,571463,Computer equipment costing below the capitalisation threshold,"£18,099.42",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Fees for professional services,Head Office and Corporate Services,IBM UNITED KINGDOM LIMITED,SO21 2JN,571429,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£17,465.24",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Purchase of general transport equipment,Defence Equipment and Support,TERBERG DTS (UK) LIMITED,HX5 9DA,571731,Transport other asset - in year capital addition,"£17,055.00",,,
Ministry of Defence,Ministry of Defence,04/08/2021,General services and support,Navy Command,PROJECT FF&E LIMITED,HX1 2AF,571700,Purchase of defence support equipment below capitalisation threshold of £25k.,"£15,124.20",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Army Command,CENTURYLINK LIMITED,RG41 5TP,2000017946,Information technology services,"£14,589.22",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Research and development,Defence Equipment and Support,CENTURYLINK LIMITED,RG41 5TP,2000017946,Research and development at the pre main gate stage of a project,"£13,757.67",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,TLMNEXUS LTD,BN1 6AF,571678,Equipment support non-project costs,"£13,443.60",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,571619,Spend on Inventory - General,"£12,615.09",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,571423,Computer equipment costing below the capitalisation threshold,"£12,137.32",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,571485,Cost of other material consumed,"£11,920.94",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Fuel for military use,DEFENCE INFRASTRUCTURE ORGANISATION,WEB OIL LIMITED,LL11 6BB,571563,Cost of ground diesel fuel consumed,"£10,033.55",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Purchase of inventory and services ,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,571485,Cost of other material consumed,"£8,743.45",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Army Command,BOXXE LIMITED,YO31 7RE,571477,Computer equipment costing below the capitalisation threshold,"£8,689.06",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,571485,Equipment support non-project costs,"£8,212.02",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Navy Command,GALTEC SOLUTIONS LIMITED,LS18 4DF,571463,Computer equipment costing below the capitalisation threshold,"£7,007.68",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Inventory Accruals,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,571619,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£6,958.98",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,571423,Computer equipment costing below the capitalisation threshold,"£6,196.15",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Purchase of inventory and services ,Head Office and Corporate Services,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,571485,Cost of other material consumed,"£4,294.55",,,
Ministry of Defence,Ministry of Defence,04/08/2021,"Transportation of personnel, freight and travel expenses",Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300006976,Military short term detached duty,"£3,823.64",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Medical treatment & stores and welfare services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300006976,Medical-non hospital treatment,"£3,466.01",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Rent and rates,Navy Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300006970,Rent buildings - non civil estate property and married quarter property,"£3,000.37",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Air Command,CENTURYLINK LIMITED,RG41 5TP,2000017946,Information technology services,"£2,754.73",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Navy Command,BOXXE LIMITED,YO31 7RE,571477,Computer equipment costing below the capitalisation threshold,"£2,650.62",,,
Ministry of Defence,Ministry of Defence,04/08/2021,IT and communication services,Head Office and Corporate Services,AKHTER COMPUTERS LIMITED,CM18 7PN,571423,Computer equipment costing below the capitalisation threshold,"£2,476.74",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Externally delivered education and training,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,571680,External military training ,"£2,331.26",,,
Ministry of Defence,Ministry of Defence,04/08/2021,Rent and rates,Air Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300006970,Rent buildings - non civil estate property and married quarter property,"£2,092.96",,,
