Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Defence Equipment and Support,SOFTWAREONE UK LIMITED,SW19 3RQ,2000020918,IT+Comms Rental Payments,"£2,588.80",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,IT+Comms Internal Costs,"£2,577.00",,
Ministry of Defence,Ministry of Defence,20/09/2022,Other Materiel Consumed,Air Command,BOXXE LIMITED,YO31 7RE,646908,Other Materiel Consumed,"£2,570.40",,
Ministry of Defence,Ministry of Defence,20/09/2022,Telecomms + IT non capital,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646922,IT+Comms Rental Payments,"£2,565.60",,
Ministry of Defence,Ministry of Defence,02/09/2022,Fuels Non Utilities Consumed,Air Command,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,Fuels Non Utilities Consumed,"£2,561.10",,
Ministry of Defence,Ministry of Defence,01/09/2022,External Education + Training,Air Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,643706,External Training Mil.,"£2,551.43",,
Ministry of Defence,Ministry of Defence,16/09/2022,P+M General Services,Air Command,SOFTWAREONE UK LIMITED,SW19 3RQ,2000020918,P+M General Services,"£2,541.67",,
Ministry of Defence,Ministry of Defence,20/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,BOXXE LIMITED,YO31 7RE,646908,IT+Comms Rental Payments,"£2,539.96",,
Ministry of Defence,Ministry of Defence,28/09/2022,P+M General Services,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,648668,P+M General Services,"£2,525.82",,
Ministry of Defence,Ministry of Defence,15/09/2022,Other Materiel Consumed,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,Other Materiel Consumed,"£2,513.42",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645257,IT+Comms Internal Costs,"£2,509.80",,
Ministry of Defence,Royal Hospital Chelsea,23.09.2022,Purchased Services,Royal Hospital Chelsea,Grosvenor Contracts,DE24 8HE,PIN137014,Laundry,"£2,471.40",,
Ministry of Defence,Ministry of Defence,27/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,648285,IT+Comms Internal Costs,"£2,457.08",,
Ministry of Defence,Ministry of Defence,07/09/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645019,IT+Comms Internal Costs,"£2,428.89",,
Ministry of Defence,Ministry of Defence,27/09/2022,Other Materiel Consumed,Defence Equipment and Support,TERBERG DTS (UK) LIMITED,HX5 9DA,648239,Other Materiel Consumed,"£2,420.83",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Navy Command,BYTES SOFTWARE SERVICES LIMITED,KT22 7TW,645989,IT+Comms Internal Costs,"£2,420.77",,
Ministry of Defence,Ministry of Defence,05/09/2022,External Education + Training,Strategic Command,COMMERCE DECISIONS LIMITED.,OX14 4RY,644641,External Training Civ.,"£2,400.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,646450,IT+Comms Rental Payments,"£2,381.74",,
Ministry of Defence,Ministry of Defence,07/09/2022,Telecomms + IT non capital,Army Command,CDW LIMITED,EC4M 7RB,645081,IT+Comms Internal Costs,"£2,377.08",,
Ministry of Defence,Ministry of Defence,05/09/2022,Entertainment + Hospitality,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,CF10 2GE,644644,Entertainment + Hospitality,"£2,372.40",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,645872,IT+Comms Rental Payments,"£2,372.24",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,AKHTER COMPUTERS LIMITED,CM19 5QP,648720,IT+Comms Internal Costs,"£2,360.95",,
Ministry of Defence,Ministry of Defence,12/09/2022,Transportation + Movement,Strategic Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,645691,Civilian Detached Duty,"£2,340.90",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,643968,IT+Comms Internal Costs,"£2,303.74",,
Ministry of Defence,Ministry of Defence,07/09/2022,Estate+Facilities Mgmnt Servs,Strategic Command,MITIE (DEFENCE) LIMITED,B70 1DA,645055,Estate+Facilities Mgmnt Servs,"£2,247.71",,
Ministry of Defence,Ministry of Defence,26/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647982,IT+Comms Internal Costs,"£2,233.20",,
Ministry of Defence,Ministry of Defence,14/09/2022,Other Materiel Consumed,Air Command,BOXXE LIMITED,YO31 7RE,646111,Other Materiel Consumed,"£2,232.00",,
Ministry of Defence,Ministry of Defence,28/09/2022,P+M General Services,Defence Equipment and Support,ULTRA ELECTRONICS LIMITED,HP10 9UT,648691,P+M General Services,"£2,228.78",,
Ministry of Defence,Ministry of Defence,27/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,648336,Fiscal AUC Capital Additions,"£2,164.50",,
Ministry of Defence,Ministry of Defence,02/09/2022,External Education + Training,Air Command,SERCO LIMITED,RG27 9UY,644112,External Training Mil.,"£2,138.73",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,645928,IT+Comms Rental Payments,"£2,090.40",,
Ministry of Defence,Ministry of Defence,16/09/2022,Fees for Prof Services,DES Bespoke Trading Entity,BOXXE LIMITED,YO31 7RE,646651,PSS Other Tech Support Exc R+D,"£2,086.50",,
Ministry of Defence,Ministry of Defence,28/09/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000072240,Rental Payments-Transport-Oth,"£2,070.16",,
Ministry of Defence,Ministry of Defence,01/09/2022,Med/Welfare/Soc+Rec Costs,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,643807,Recreation Costs,"£2,067.10",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,645098,IT+Comms Internal Costs,"£2,044.88",,
Ministry of Defence,Ministry of Defence,26/09/2022,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647999,IT+Comms Internal Costs,"£2,041.55",,
Ministry of Defence,Ministry of Defence,28/09/2022,Other Materiel Consumed,DES Bespoke Trading Entity,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LIMITED,HX3 8EF,648578,Other Materiel Consumed,"£2,007.60",,
Ministry of Defence,Ministry of Defence,29/09/2022,Other Materiel Consumed,Army Command,VEOLIA ES (UK) LIMITED,WS11 8JP,648892,Other Materiel Consumed,"£1,980.96",,
Ministry of Defence,Ministry of Defence,21/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,NP AEROSPACE LTD,CV6 5AQ,647304,CL MonthEnd Accruals Balance,"£1,968.00",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Air Command,SOFTWAREONE UK LIMITED,SW19 3RQ,2000020888,IT+Comms Rental Payments,"£1,965.15",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647501,IT+Comms Internal Costs,"£1,958.63",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647539,IT+Comms Internal Costs,"£1,915.27",,
Ministry of Defence,Ministry of Defence,15/09/2022,External Education + Training,Army Command,KPMG LLP,WD17 1DE,646239,External Training Civ.,"£1,868.00",,
Ministry of Defence,Ministry of Defence,20/09/2022,External Education + Training,Air Command,ERNST & YOUNG LLP,SE1 2AF,646907,External Training Civ.,"£1,850.00",,
Ministry of Defence,Ministry of Defence,08/09/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,YOUR NRG LTD,TS25 1PW,645203,Heating Oil+Utilities Consumed,"£1,841.76",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647703,IT+Comms Internal Costs,"£1,824.65",,
Ministry of Defence,Ministry of Defence,01/09/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,643811,P+M General Services,"£1,808.57",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,645928,IT+Comms Internal Costs,"£1,806.28",,
Ministry of Defence,Ministry of Defence,26/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,647970,CL MonthEnd Accruals Balance,"£1,804.33",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,644742,IT+Comms Internal Costs,"£1,802.86",,
Ministry of Defence,Ministry of Defence,08/09/2022,External Education + Training,Air Command,SERCO LIMITED,RG27 9UY,645300,External Training Mil.,"£1,802.46",,
Ministry of Defence,Ministry of Defence,07/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,645045,CL MonthEnd Accruals Balance,"£1,791.60",,
Ministry of Defence,Ministry of Defence,01/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,643807,IT+Comms Internal Costs,"£1,783.58",,
Ministry of Defence,Ministry of Defence,02/09/2022,Propty Assoc Disposal+Acq Expd,Army Command,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,Propty Assoc Disposal+Acq Expd,"£1,763.26",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,645872,IT+Comms Internal Costs,"£1,719.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,Defence Equip General Services,Defence Equipment and Support,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,Defence Eqpt Serv Chrge+Off BS,"£1,715.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,Assets under Construction,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647682,Fiscal AUC Capital Additions,"£1,711.98",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Strategic Command,COMMERCE DECISIONS LIMITED.,OX14 4RY,644641,IT+Comms Rental Payments,"£1,709.93",,
Ministry of Defence,Ministry of Defence,26/09/2022,Rental Payments - Transport,Head Office and Corporate Services,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,648097,Rental Payments-Transport-Oth,"£1,705.00",,
Ministry of Defence,Ministry of Defence,29/09/2022,Inventory Consumed,Army Command,VEOLIA ES (UK) LIMITED,WS11 8JP,648892,Invent Con Eng + Tech Invent,"£1,700.50",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647539,IT+Comms Internal Costs,"£1,699.32",,
Ministry of Defence,Ministry of Defence,28/09/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,YOUR NRG LTD,TS25 1PW,648510,Fuels Non Utilities Consumed,"£1,698.84",,
Ministry of Defence,Ministry of Defence,15 Sep 2022,Administration Pmnts+Cash loss,Air Command,WILLIS LIMITED,IP1 1TA,646226,Administration Pmnts,"£1,695.68",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,648720,IT+Comms Internal Costs,"£1,685.23",,
Ministry of Defence,Ministry of Defence,09/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,645433,IT+Comms Rental Payments,"£1,680.00",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646131,IT+Comms Internal Costs,"£1,645.84",,
Ministry of Defence,Ministry of Defence,05/09/2022,External Education + Training,DEFENCE INFRASTRUCTURE ORGANISATION,KPMG LLP,WD17 1DE,644569,External Training Civ.,"£1,634.00",,
Ministry of Defence,Ministry of Defence,27/09/2022,External Education + Training,DEFENCE INFRASTRUCTURE ORGANISATION,KPMG LLP,WD17 1DE,648344,External Training Civ.,"£1,634.00",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647539,IT+Comms Internal Costs,"£1,622.40",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,647611,IT+Comms Rental Payments,"£1,621.58",,
Ministry of Defence,Ministry of Defence,06/09/2022,Med/Welfare/Soc+Rec Costs,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,644847,Recreation Costs,"£1,616.28",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,DES Bespoke Trading Entity,WILLIS LIMITED,IP1 1TA,646226,Fees for Other Prof Services,"£1,612.50",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Army Command,INSIGHT DIRECT (U K) LTD,S9 2BU,644533,IT+Comms Internal Costs,"£1,532.45",,
Ministry of Defence,Ministry of Defence,01/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,643807,IT+Comms Internal Costs,"£1,531.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Air Command,SERCO LIMITED,RG27 9UY,644112,P+M General Services,"£1,525.19",,
Ministry of Defence,Ministry of Defence,02/09/2022,Rental Payments - Transport,Air Command,ANDREAS PETSAS & SONS PUBLIC LTD,,6000071587,Rental Payments-Transport-Oth,"£1,514.43",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,648720,IT+Comms Internal Costs,"£1,514.08",,
Ministry of Defence,Ministry of Defence,28/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,648708,IT+Comms Internal Costs,"£1,510.33",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,644742,IT+Comms Rental Payments,"£1,506.00",,
Ministry of Defence,Ministry of Defence,29/09/2022,Estate+Facilities Mgmnt Servs,DES Bespoke Trading Entity,VEOLIA ES (UK) LIMITED,WS11 8JP,648892,Estate+Facilities Mgmnt Servs,"£1,502.94",,
Ministry of Defence,Ministry of Defence,15/09/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,646362,Heating Oil+Utilities Consumed,"£1,500.61",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Army Command,BANNER GROUP LIMITED,S9 1XU,647688,IT+Comms Internal Costs,"£1,464.48",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,BANNER GROUP LIMITED,S9 1XU,648744,IT+Comms Internal Costs,"£1,452.94",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646203,IT+Comms Internal Costs,"£1,426.80",,
Ministry of Defence,Ministry of Defence,02/09/2022,Assets under Construction,Defence Nuclear Organisation,BOXXE LIMITED,YO31 7RE,643988,SUME AUC Capital Additions,"£1,422.14",,
Ministry of Defence,Ministry of Defence,23/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,647786,Fiscal AUC Capital Additions,"£1,420.58",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647703,IT+Comms Internal Costs,"£1,407.19",,
Ministry of Defence,Ministry of Defence,15/09/2022,Defence Equip General Services,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,Defence Equip General Services,"£1,385.00",,
Ministry of Defence,Ministry of Defence,05/09/2022,External Education + Training,Defence Nuclear Organisation,KPMG LLP,WD17 1DE,644569,External Training Civ.,"£1,373.00",,
Ministry of Defence,Ministry of Defence,05/09/2022,Other Materiel Consumed,Defence Nuclear Organisation,XMA LTD,NG11 7EP,644603,Other Materiel Consumed,"£1,349.99",,
Ministry of Defence,Ministry of Defence,13 Sep 2022,Assets under Construction,Defence Equipment and Support,LEVEL PEAKS ASSOCIATES LTD.,HR4 9SG,645906,SUME AUC Capital Additions,"£1,332.00",,
Ministry of Defence,Ministry of Defence,01/09/2022,P+M General Services,Defence Equipment and Support,MSI-DEFENCE SYSTEMS LTD,NR7 9AY,643882,P+M General Services,"£1,331.76",,
Ministry of Defence,Ministry of Defence,12/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,645685,IT+Comms Internal Costs,"£1,325.43",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Army Command,BYTES SOFTWARE SERVICES LIMITED,KT22 7TW,645989,IT+Comms Internal Costs,"£1,323.40",,
Ministry of Defence,Ministry of Defence,23/09/2022,P+M General Services,DES Bespoke Trading Entity,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647682,P+M General Services,"£1,320.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,P+M General Services,"£1,318.96",,
Ministry of Defence,Ministry of Defence,07/09/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,644979,IT+Comms Internal Costs,"£1,308.96",,
Ministry of Defence,Ministry of Defence,01/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,643701,CL MonthEnd Accruals Balance,"£1,279.01",,
Ministry of Defence,Ministry of Defence,02/09/2022,Buildings Maintenance,Strategic Command,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LIMITED,HX3 8EF,644219,Buildings Maintenance,"£1,271.40",,
Ministry of Defence,Ministry of Defence,27/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,STORM TECHNOLOGIES LIMITED,WD18 8YW,648303,IT+Comms Internal Costs,"£1,270.92",,
Ministry of Defence,Ministry of Defence,23/09/2022,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,F.C. BROWN (STEEL EQUIPMENT) LIMITED,NP19 4PW,647730,Buildings Maintenance,"£1,269.41",,
Ministry of Defence,Ministry of Defence,27/09/2022,Other Materiel Consumed,Air Command,BOXXE LIMITED,YO31 7RE,648285,Other Materiel Consumed,"£1,266.30",,
Ministry of Defence,Ministry of Defence,15/09/2022,Buildings Maintenance,DES Bespoke Trading Entity,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,Buildings Maintenance,"£1,261.58",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Head Office and Corporate Services,EMCOR GROUP (UK) PLC,SO53 3YE,644290,IT+Comms Internal Costs,"£1,254.73",,
Ministry of Defence,Ministry of Defence,02/09/2022,Estate+Facilities Mgmnt Servs,DES Bespoke Trading Entity,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,Estate+Facilities Mgmnt Servs,"£1,238.13",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Defence Equipment and Support,TERBERG DTS (UK) LIMITED,HX5 9DA,644015,P+M General Services,"£1,236.48",,
Ministry of Defence,Ministry of Defence,15/09/2022,Defence Equip General Services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646223,Defence Equip General Services,"£1,228.97",,
Ministry of Defence,Ministry of Defence,26/09/2022,Other Materiel Consumed,Navy Command,BANNER GROUP LIMITED,S9 1XU,647940,Other Materiel Consumed,"£1,226.48",,
Ministry of Defence,Ministry of Defence,02/09/2022,Other Materiel Consumed,Army Command,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,Other Materiel Consumed,"£1,201.00",,
