Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,51920UK," 821,100.00 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,53220UK," 933,800.00 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,53720UK," 1,352,400.00 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,52520UK," 77,280.00 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,31/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,56020UK," 77,280.00 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,51720UK," 128,800.00 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,52720UK," 154,560.00 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,23/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,55320UK," 154,560.01 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,53920UK," 172,269.98 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNISPACE GLOBAL HEALTH,51920UK," 309,120.00 ",PPE - Gloves,E1W 1JP,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,UNIVERSAL SOLUTIONS TRADING LTD,INV-25982," 585,000.00 ",PPE - Aprons,B62 8DF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-646275-197584," 1,917,780.00 ",,NW1 2BX,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-646259-197583," 109,523.00 ",,NW1 2BX,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-646194-197582," 242,445.00 ",,NW1 2BX,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-647347-198372," 101,848.00 ",,WC1E 6BT,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-647205-198304," 47,376.91 ",,WC1E 6BT,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-647372-198404," 85,000.00 ",,WC1E 6BT,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-646266-197581," 225,346.00 ",,B15 2PR,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-645535-197064," 137,162.00 ",,B15 2PR,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-646258-197580," 223,738.33 ",,B15 2PR,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-646208-197579," 184,987.00 ",,B15 2PR,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-646262-197544," 241,818.00 ",,SO52 9AB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-645536-197051," 194,147.00 ",,SO52 9AB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-646235-197543," 1,477,940.00 ",,SO52 9AB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-646282-197545," 165,653.33 ",,SO52 9AB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-646183-197542," 98,875.00 ",,SO52 9AB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-646273-197524," 403,402.00 ",,BS1 3NU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-645527-197043," 151,506.00 ",,BS1 3NU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-646237-197523," 1,075,314.00 ",,BS1 3NU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-645516-197041," 30,088.00 ",,BS1 3NU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-646184-197522," 91,058.00 ",,BS1 3NU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-646187-197555," 88,698.00 ",,CV2 2DX,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-646265-197607," 204,914.00 ",,LE5 4QF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-646224-197605," 1,750,678.00 ",,LE5 4QF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-647343-198350," 144,880.00 ",,LE5 4QF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-646188-197604," 46,758.00 ",,LE5 4QF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-647240-198321," 111,724.00 ",,ST4 7LN,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,HAFS-31299," 3,500,000.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,CENT/TTCAP/RK9/2020-10-19/A," 4,000,000.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2020,Research & development,GLOBAL AND PUBLIC HEALTH,VALNEVA AUSTRIA GMBH,PSO-01177," 16,018,182.00 ",,1030,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,VALSTYBINE LIGONIU KASA PRIE SVEIKATOS ,660199817," 167,490.63 ",,RH10 1UH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VIRGIN ATLANTIC AIRWAYS LTD,CHARTER161020GVMANIN," 195,000.00 ",,RH10 9DF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VIRGIN ATLANTIC AIRWAYS LTD,CHARTER180920GVMANIN," 195,000.00 ",,RH10 9DF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VIRGIN ATLANTIC AIRWAYS LTD,CHARTER200920GVMANIN," 195,000.00 ",,RH10 9DF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VIRGIN ATLANTIC AIRWAYS LTD,CHARTER220920GVMANIN," 195,000.00 ",,RH10 9DF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VIRGIN ATLANTIC AIRWAYS LTD,CHARTER131020GVMANIN," 195,000.00 ",,RH10 9DF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VITALCARE TRADING UK LTD,546919.8," 360,000.00 ",PPE - Masks,KT24 5PR,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VITALCARE TRADING UK LTD,546919.8," 840,000.00 ",PPE - Masks,KT24 5PR,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VWR INTERNATIONAL LTD,5064445623, 54.72 ,,LE17 4XN,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,VWR INTERNATIONAL LTD,5064445623," 91,514.40 ",,LE17 4XN,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,W H BENCE (COACHWORKS) LTD,18692," 6,840.00 ",,BS37 5NG,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,W H BENCE (COACHWORKS) LTD,18693," 9,120.00 ",,BS37 5NG,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,W H BENCE (COACHWORKS) LTD,18692," 23,400.00 ",,BS37 5NG,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,W H BENCE (COACHWORKS) LTD,18693," 31,200.00 ",,BS37 5NG,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,W H BENCE (COACHWORKS) LTD,18692," 864,000.00 ",,BS37 5NG,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,W H BENCE (COACHWORKS) LTD,18693," 1,152,000.00 ",,BS37 5NG,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,ERS-647739-198748," 1,044,936.00 ",,WF1 9AJ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WALSALL METROPOLITAN BOROUGH COUNCIL,ERS-645453-197022," 1,171,257.00 ",,WS1 1RG,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WALSALL METROPOLITAN BOROUGH COUNCIL,ERS-647740-198749," 856,434.00 ",,WS1 1RG,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WALTHAM FOREST LONDON BOROUGH COUNCIL,ERS-647548-198601," 830,949.00 ",,E17 4JF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WANDSWORTH LONDON BOROUGH COUNCIL,ERS-647537-198563," 989,031.00 ",,SW18 2PU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WARRINGTON BOROUGH COUNCIL,ERS-647538-198564," 1,484,347.00 ",,WA1 1BN,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF GRANTS ONLY,ERS-645502-197109," 110,500.00 ",,CV4 7AL,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,WELLCOME TRUST TRADING LTD,ERS-646095-197482," 56,801.25 ",,NW1 2BE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/10/2020,Policy Payments,COMMUNITY CARE,WELSH ASSEMBLY GOVERNMENT,Welsh - Historic cash payment Q2," 308,910.01 ",,CF10 3NQ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Policy Payments,COMMUNITY CARE,WELSH ASSEMBLY GOVERNMENT,Apportionment-Wales," 52,973.10 ",,CF10 3NQ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/10/2020,Policy Payments,COMMUNITY CARE,WELSH ASSEMBLY GOVERNMENT,Welsh - VS Payments - Q2," 8,020,656.03 ",,CF10 3NQ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WESTMINSTER CITY COUNCIL,ERS-647539-198565," 783,951.00 ",,WC2N 6NU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WIGAN METROPOLITAN BOROUGH COUNCIL,ERS-647540-198566," 3,615,282.00 ",,WN1 3XZ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,WILLIAMS MEDICAL SUPPLIES LTD,WSI-2269882," 64,209.60 ",,NP22 5PY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,WILLIAMS MEDICAL SUPPLIES LTD,WSI-2293531," 64,209.60 ",,NP22 5PY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Addition Clearing - OLB,FINANCE AND GROUP OPERATIONS,WILLMOTT DIXON INTERIORS LTD,8001339," 98,400.00 ",,EC4A 4HJ,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/10/2020,Addition Clearing - OLB,FINANCE AND GROUP OPERATIONS,WILLMOTT DIXON INTERIORS LTD,8001312," 145,200.00 ",,EC4A 4HJ,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,WINNER MEDICAL CO LTD,663830047," 8,051,529.79 ",PPE - Gowns,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WIRRAL METROPOLITAN BOROUGH COUNCIL,ERS-647541-198567," 4,234,126.00 ",,CH41 5FN,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,WOLVERHAMPTON CITY COUNCIL,ERS-647542-198568," 1,580,142.00 ",,WV1 1RG,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,WRIGHTINGTON WIGAN AND LEIGH NHS FOUNDATION TRUST,HAFS-31300," 400,000.00 ",,WN1 1XX,PUBLIC,,,,,
