Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19429," 5,427.72 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19489," 5,127.72 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19432," 5,127.72 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19710," 5,113.33 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19594," 4,365.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19483," 4,365.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19441," 4,365.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19277," 4,365.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19194," 4,365.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19096," 4,365.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19026," 4,365.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19604," 4,275.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19497," 4,275.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19402," 4,275.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,18109," 4,252.50 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19876," 4,227.78 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19726," 4,053.08 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19902," 3,705.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19649," 3,705.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19584," 3,705.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19430," 3,675.00 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19606," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19589," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19511," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19490," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19428," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19397," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19290," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19205," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19108," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,18048," 3,652.38 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19895," 3,627.72 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19592," 3,605.16 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19482," 3,605.16 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19408," 3,605.16 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19206," 3,605.16 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,ROBERTSON BELL LTD,19653," 3,120.00 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19215," 2,968.86 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19104," 2,968.86 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19030," 2,968.86 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,18627," 2,968.86 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,ROBERTSON BELL LTD,19593," 2,961.48 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,ROBERTSON BELL LTD,19508," 2,961.48 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,ROBERTSON BELL LTD,19396," 2,961.48 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,18386," 2,921.90 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19896," 2,895.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19776," 2,895.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19601," 2,895.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19481," 2,860.32 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19426," 2,860.32 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,ROBERTSON BELL LTD,19303," 2,730.00 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19586," 2,650.32 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19436," 2,650.32 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19278," 2,650.32 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19188," 2,650.32 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19638," 2,628.46 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19306," 2,574.29 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19187," 2,574.29 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19875," 2,536.67 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,18098," 2,525.46 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19486," 2,490.78 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19438," 2,490.78 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19186," 2,490.78 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19503," 2,316.05 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19169," 2,242.50 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19197," 2,235.60 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19729," 2,223.04 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19725," 2,191.43 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,18513," 2,191.43 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19657," 2,191.42 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19874," 2,163.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19873," 2,163.06 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19910," 2,045.10 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19603," 2,045.10 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19498," 2,045.10 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19598," 1,992.62 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19595," 1,852.92 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19493," 1,852.92 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19399," 1,852.92 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19189," 1,852.92 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19443," 1,794.00 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19093," 1,781.32 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19641," 1,716.19 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19784," 1,636.08 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19647," 1,636.08 ",,WC1H 0BS,Micro,,,,,
